-1.059769 0.196555 0.200847 
-1.083287 -0.190201 0.255462 
-1.051162 0.035041 0.135563 
-0.995243 0.180729 0.073344 
-0.947088 0.084761 0.046622 
-1.043505 -0.106615 0.195299 
-1.008736 0.301649 0.119424 
-1.043684 -0.239919 0.248075 
-1.027050 0.030468 0.212187 
-1.051654 -0.178711 0.197026 
-1.041914 -0.107552 0.238465 
-1.050829 0.096788 0.229126 
-1.036679 0.042569 0.248491 
-1.055719 -0.178203 0.179809 
-0.986867 0.219738 0.116211 
-0.933274 0.003171 0.073914 
-0.846888 0.030158 -0.117253 
-0.753591 0.141116 -0.292788 
-0.695074 -0.079524 -0.424393 
-0.649450 -0.373116 -0.446408 
-0.602453 -0.123962 -0.513700 
-0.607615 -0.257218 -0.495460 
-1.091756 0.142988 0.164893 
-1.051536 0.236008 0.213822 
-1.013096 0.469433 0.034841 
-0.980756 -0.058083 0.133581 
-0.971731 -0.317724 0.165859 
-0.911439 0.383984 0.070344 
-0.929848 0.111479 0.096755 
-0.953896 -0.244305 0.087118 
-0.928940 0.112422 0.056804 
-0.995433 -0.332321 0.131146 
-0.978267 0.298828 0.075014 
-1.006704 0.047247 0.125724 
-1.017540 0.036671 0.151181 
-1.001709 -0.160842 0.014370 
-0.953329 -0.360198 -0.049929 
-0.857591 -0.203219 -0.188943 
-0.765997 -0.137905 -0.307024 
-0.687289 0.038932 -0.279191 
-0.676002 0.010553 -0.404807 
-0.642313 0.080953 -0.526228 
-0.687415 -0.535121 -0.460720 
-0.673138 0.173069 -0.509325 
-0.728521 -0.255095 -0.367709 
-0.768250 -0.163567 -0.384994 
-0.773321 0.199227 -0.471413 
-1.165858 -0.076731 0.250833 
-1.129858 0.206528 0.239086 
-1.095420 0.422735 0.162836 
0.749968 0.057987 0.000489 
0.727927 -0.209307 -0.011332 
0.745276 -0.261339 0.021994 
0.758242 -0.128497 0.037934 
0.722731 -0.128935 0.037925 
0.699444 -0.064083 -0.010502 
0.687679 -0.203638 0.075916 
0.689150 0.145743 0.015905 
0.657769 -0.259503 0.066852 
0.685459 0.130453 -0.026246 
0.687512 -0.187087 0.105641 
0.702218 0.064528 -0.000140 
0.724884 0.070930 0.027030 
0.726362 0.352787 -0.127644 
0.726604 -0.009871 -0.040367 
0.732040 -0.149819 0.071238 
0.755547 -0.008864 0.029296 
0.731912 -0.302817 0.025986 
0.733140 -0.016823 -0.103082 
0.742128 -0.003743 0.009266 
0.715299 -0.141594 0.044547 
0.699345 -0.004663 0.019165 
0.701261 0.212661 -0.000077 
0.667501 -0.214190 0.113770 
0.670128 -0.005051 -0.014313 
0.675518 0.007425 0.034444 
0.685526 -0.081495 0.042641 
0.704330 0.140316 0.035425 
0.711579 -0.080459 -0.004078 
0.754001 0.003556 0.099859 
0.755757 0.148430 0.054949 
0.751992 0.212686 -0.022231 
0.741474 0.150456 0.026338 
0.724010 0.350932 -0.056665 
0.704372 -0.056835 0.033474 
0.704130 0.018822 0.056674 
0.704572 -0.053726 0.087830 
0.699859 -0.387644 0.122864 
0.726964 -0.193444 0.086487 
0.736829 -0.135737 0.016818 
0.746995 0.070196 0.024210 
0.760248 0.148841 -0.022425 
0.762942 0.219039 0.003836 
0.727692 -0.129388 0.053355 
0.744241 -0.056894 0.017543 
0.719654 0.014231 0.021199 
0.731253 0.494985 -0.105329 
0.674643 0.147081 0.025110 
0.654829 -0.197595 0.089987 
0.701556 0.364884 0.004863 
0.195304 -0.170705 0.006592 
0.197465 0.230819 -0.027981 
0.182437 0.237656 -0.063671 
0.157090 -0.167682 0.084768 
0.178835 0.222732 -0.079673 
0.218694 0.092186 0.040102 
0.231985 -0.232144 0.076985 
0.231917 0.039826 0.073929 
0.221544 -0.035214 0.040784 
0.238138 0.226166 -0.069254 
0.235933 0.227480 -0.065937 
0.213720 -0.317316 0.042314 
0.229742 0.110261 -0.041233 
0.224165 -0.175594 -0.009402 
0.259656 0.250678 -0.038642 
0.238645 0.175822 -0.076204 
0.206067 -0.031598 0.013015 
0.147775 -0.383041 0.064350 
0.151228 -0.379163 0.118318 
0.152046 0.042238 -0.033227 
0.164802 0.185895 -0.038011 
0.182296 -0.089331 0.137214 
0.219047 0.330195 -0.022124 
0.203544 -0.239047 0.076579 
0.218128 0.178212 -0.045958 
0.203010 -0.030025 -0.045566 
0.225618 -0.103616 0.096253 
0.219423 -0.034250 0.042808 
0.227379 0.042819 0.011684 
0.230962 0.186924 0.026797 
0.219981 -0.183849 -0.037653 
0.232458 -0.248511 0.015272 
0.235945 0.033730 -0.014918 
0.255455 -0.097938 0.004338 
0.254151 0.219408 -0.046512 
0.209534 0.173097 -0.012282 
0.190316 0.092737 -0.039887 
0.206511 0.096112 -0.066789 
0.212844 -0.024933 0.031149 
0.225915 0.293544 -0.082758 
0.180943 -0.087332 0.038433 
0.164227 0.173993 -0.021698 
0.170250 0.308546 -0.045500 
0.121071 -0.354825 0.047682 
0.150377 -0.030730 -0.016622 
0.173394 0.235070 -0.035370 
0.171760 -0.092772 0.030423 
0.182323 -0.099120 0.026719 
0.196405 -0.289367 0.045093 
0.203535 -0.015638 0.085050 
